country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
United Kingdom,GBR,2021-01-22,6329968.0,5861351.0,468617.0,480069.0,329466.0,9.32,8.63,0.69,4853.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-23,6822981.0,6353321.0,469660.0,493013.0,357218.0,10.05,9.36,0.69,5262.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-24,7044048.0,6573570.0,470478.0,221067.0,361321.0,10.38,9.68,0.69,5322.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-25,7325773.0,6853327.0,472446.0,281725.0,371761.0,10.79,10.1,0.7,5476.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-26,7638543.0,7164387.0,474156.0,312770.0,366883.0,11.25,10.55,0.7,5404.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-27,7953250.0,7476765.0,476485.0,314707.0,359424.0,11.72,11.01,0.7,5295.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-28,8369438.0,7891184.0,478254.0,416188.0,359934.0,12.33,11.62,0.7,5302.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-29,8859372.0,8378940.0,480432.0,489934.0,361343.0,13.05,12.34,0.71,5323.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-30,9468382.0,8977329.0,491053.0,609010.0,377914.0,13.95,13.22,0.72,5567.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-01-31,9790576.0,9296367.0,494209.0,322194.0,392361.0,14.42,13.69,0.73,5780.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-01,10143511.0,9646715.0,496796.0,352935.0,402534.0,14.94,14.21,0.73,5930.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-02,10520433.0,10021471.0,498962.0,376922.0,411699.0,15.5,14.76,0.73,6065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-03,10992444.0,10490487.0,501957.0,472011.0,434171.0,16.19,15.45,0.74,6396.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-04,11477040.0,10971047.0,505993.0,484596.0,443943.0,16.91,16.16,0.75,6540.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-05,11975267.0,11465210.0,510057.0,498227.0,445128.0,17.64,16.89,0.75,6557.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-06,12526737.0,12015018.0,511719.0,551470.0,436908.0,18.45,17.7,0.75,6436.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-07,12806587.0,12294006.0,512581.0,279850.0,430859.0,18.86,18.11,0.76,6347.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-08,13162878.0,12646486.0,516392.0,356291.0,431338.0,19.39,18.63,0.76,6354.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-09,13577851.0,13058298.0,519553.0,414973.0,436774.0,20.0,19.24,0.77,6434.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-10,14033555.0,13509108.0,524447.0,455704.0,434444.0,20.67,19.9,0.77,6400.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-11,14542318.0,14012224.0,530094.0,508763.0,437897.0,21.42,20.64,0.78,6450.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-12,15091696.0,14556827.0,534869.0,549378.0,445204.0,22.23,21.44,0.79,6558.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-13,15599904.0,15062189.0,537715.0,508208.0,439024.0,22.98,22.19,0.79,6467.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-14,15839781.0,15300151.0,539630.0,239877.0,433313.0,23.33,22.54,0.79,6383.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-15,16122272.0,15576107.0,546165.0,282491.0,422771.0,23.75,22.94,0.8,6228.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-16,16499549.0,15940972.0,558577.0,377277.0,417385.0,24.3,23.48,0.82,6148.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-17,16996806.0,16423082.0,573724.0,497257.0,423322.0,25.04,24.19,0.85,6236.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-18,17465127.0,16875536.0,589591.0,468321.0,417544.0,25.73,24.86,0.87,6151.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-19,17852327.0,17247442.0,604885.0,387200.0,394376.0,26.3,25.41,0.89,5809.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-20,18197269.0,17582121.0,615148.0,344942.0,371052.0,26.81,25.9,0.91,5466.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-21,18348165.0,17723840.0,624325.0,150896.0,358341.0,27.03,26.11,0.92,5279.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-22,18558969.0,17916181.0,642788.0,210804.0,348100.0,27.34,26.39,0.95,5128.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-23,18911978.0,18242873.0,669105.0,353009.0,344633.0,27.86,26.87,0.99,5077.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-24,19392553.0,18691835.0,700718.0,480575.0,342250.0,28.57,27.53,1.03,5042.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-25,19913592.0,19177555.0,736037.0,521039.0,349781.0,29.33,28.25,1.08,5152.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-26,20450858.0,19682048.0,768810.0,537266.0,371219.0,30.13,28.99,1.13,5468.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-27,20885683.0,20089551.0,796132.0,434825.0,384059.0,30.77,29.59,1.17,5657.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-02-28,21091267.0,20275451.0,815816.0,205584.0,391872.0,31.07,29.87,1.2,5773.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-01,21322717.0,20478619.0,844098.0,231450.0,394821.0,31.41,30.17,1.24,5816.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-02,21599027.0,20703615.0,895412.0,276310.0,383864.0,31.82,30.5,1.32,5655.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-03,21946433.0,20982571.0,963862.0,347406.0,364840.0,32.33,30.91,1.42,5374.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-04,22392883.0,21358815.0,1034068.0,446450.0,354184.0,32.99,31.46,1.52,5217.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-05,22887118.0,21796278.0,1090840.0,494235.0,348037.0,33.71,32.11,1.61,5127.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-06,23335514.0,22213112.0,1122402.0,448396.0,349976.0,34.37,32.72,1.65,5155.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-07,23519898.0,22377255.0,1142643.0,184384.0,346947.0,34.65,32.96,1.68,5111.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-08,23773959.0,22592528.0,1181431.0,254061.0,350177.0,35.02,33.28,1.74,5158.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-09,24064182.0,22809829.0,1254353.0,290223.0,352165.0,35.45,33.6,1.85,5188.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-10,24405231.0,23053716.0,1351515.0,341049.0,351257.0,35.95,33.96,1.99,5174.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-11,24759603.0,23314525.0,1445078.0,354372.0,338103.0,36.47,34.34,2.13,4980.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2021-03-12,25216857.0,23684103.0,1532754.0,457254.0,332820.0,37.15,34.89,2.26,4903.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United States,USA,2020-12-20,556208.0,556208.0,,,,0.17,0.17,,,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-21,614117.0,614117.0,,57909.0,57909.0,0.18,0.18,,173.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-22,,,,,127432.0,,,,381.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-23,1008025.0,1008025.0,,,150606.0,0.3,0.3,,450.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-24,,,,,191001.0,,,,571.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-25,,,,,215238.0,,,,644.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-26,1944585.0,1944585.0,,,231396.0,0.58,0.58,,692.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-27,,,,,211379.0,,,,632.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-28,2127143.0,2127143.0,,,216147.0,0.64,0.64,,646.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-29,,,,,235685.0,,,,705.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-30,2794588.0,2794588.0,,,255223.0,0.84,0.84,,763.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2020-12-31,,,,,278776.0,,,,834.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-01,,,,,302329.0,,,,904.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-02,4225756.0,4225756.0,,,325882.0,1.26,1.26,,974.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-03,,,,,336949.0,,,,1007.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-04,4563260.0,4563260.0,,,348017.0,1.36,1.36,,1041.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-05,4836469.0,4836469.0,,273209.0,339372.0,1.45,1.45,,1015.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-06,5306797.0,5306797.0,,470328.0,358887.0,1.59,1.59,,1073.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-07,5919418.0,5919418.0,,612621.0,378253.0,1.77,1.77,,1131.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-08,6688231.0,6688231.0,,768813.0,419933.0,2.0,2.0,,1256.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-09,,,,,461263.0,,,,1379.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-10,,,,,546636.0,,,,1634.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-11,8987322.0,8987322.0,,,632009.0,2.69,2.69,,1890.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-12,9327138.0,9327138.0,,339816.0,641524.0,2.79,2.79,,1918.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-13,10278462.0,,,951324.0,710238.0,3.07,,,2124.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-14,11148991.0,9690757.0,1342086.0,870529.0,747082.0,3.33,2.9,0.4,2234.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-15,12279180.0,10595866.0,1610524.0,1130189.0,798707.0,3.67,3.17,0.48,2388.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-16,,,,,811670.0,,,,2427.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-17,,,,,824632.0,,,,2466.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-18,,,,,837595.0,,,,2504.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-19,15707588.0,13595803.0,2023124.0,,911493.0,4.7,4.07,0.6,2725.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-20,16525281.0,14270441.0,2161419.0,817693.0,892403.0,4.94,4.27,0.65,2668.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-21,17546374.0,15053257.0,2394961.0,1021093.0,913912.0,5.25,4.5,0.72,2733.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-22,19107959.0,16243093.0,2756953.0,1561585.0,975540.0,5.71,4.86,0.82,2917.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-23,20537990.0,17390345.0,3027865.0,1430031.0,1057387.0,6.14,5.2,0.91,3162.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-24,21848655.0,18502131.0,3216836.0,1310665.0,1122182.0,6.53,5.53,0.96,3355.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-25,22734243.0,19252279.0,3346390.0,885588.0,1126251.0,6.8,5.76,1.0,3368.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-26,23540994.0,19902237.0,3481921.0,806751.0,1119058.0,7.04,5.95,1.04,3346.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-27,24652634.0,20687970.0,3801053.0,1111640.0,1161050.0,7.37,6.19,1.14,3472.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-28,26193682.0,21698606.0,4263056.0,1541048.0,1235330.0,7.83,6.49,1.27,3694.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-29,27884661.0,22858318.0,4780888.0,1690979.0,1253815.0,8.34,6.83,1.43,3749.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-30,29577902.0,24064165.0,5259693.0,1693241.0,1291416.0,8.84,7.2,1.57,3861.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-01-31,31123299.0,25201143.0,5657142.0,1545397.0,1324949.0,9.31,7.54,1.69,3962.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-01,32222402.0,26023153.0,5927847.0,1099103.0,1355451.0,9.63,7.78,1.77,4053.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-02,32780860.0,26440836.0,6064792.0,558458.0,1319981.0,9.8,7.91,1.81,3947.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-03,33878254.0,27154956.0,6436931.0,1097394.0,1317946.0,10.13,8.12,1.92,3941.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-04,35203710.0,27905197.0,6926050.0,1325456.0,1287147.0,10.53,8.34,2.07,3849.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-05,36819212.0,28909497.0,7503864.0,1615502.0,1276364.0,11.01,8.64,2.24,3816.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-06,39037964.0,30250964.0,8317180.0,2218752.0,1351437.0,11.67,9.05,2.49,4041.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-07,41210937.0,31579100.0,9147185.0,2172973.0,1441091.0,12.32,9.44,2.74,4309.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-08,42417617.0,32340146.0,9518015.0,1206680.0,1456459.0,12.68,9.67,2.85,4355.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-09,43206190.0,32867213.0,9840429.0,788573.0,1489333.0,12.92,9.83,2.94,4453.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-10,44769970.0,33783384.0,10469514.0,1563780.0,1555959.0,13.39,10.1,3.13,4652.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-11,46390270.0,34723964.0,11188782.0,1620300.0,1598080.0,13.87,10.38,3.35,4778.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-12,48410558.0,35834855.0,12085830.0,2020288.0,1655907.0,14.48,10.71,3.61,4951.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-13,50641884.0,37056122.0,13082172.0,2231326.0,1657703.0,15.14,11.08,3.91,4957.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-14,52884356.0,38292270.0,14077440.0,2242472.0,1667631.0,15.81,11.45,4.21,4986.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-15,,,,,1662106.0,,,,4970.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-16,55220364.0,39670551.0,15015434.0,,1716311.0,16.51,11.86,4.49,5132.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-17,56281827.0,40268009.0,15471536.0,1061463.0,1644551.0,16.83,12.04,4.63,4917.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-18,57737767.0,41021049.0,16162358.0,1455940.0,1621071.0,17.26,12.27,4.83,4847.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-19,59585043.0,41977401.0,17039118.0,1847276.0,1596355.0,17.82,12.55,5.09,4773.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-20,61289500.0,42809595.0,17895667.0,1704457.0,1521088.0,18.33,12.8,5.35,4548.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United States,USA,2021-02-21,63090634.0,43628092.0,18865319.0,1801134.0,1458040.0,18.86,13.05,5.64,4360.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
